,sentence,SearchScreeningEvent,SearchCreativeWork,RateBook,AddToPlaylist
496,What time will the Amco Entertainment  be plying The Teeth of the Tiger,1,0,0,0
497,Find movie schedules for  United Paramount Theatres.,1,0,0,0
498,What animated movies are playing at the closest movie theatre,1,0,0,0
499,Find the schedule for To Shoot an Elephant at the nearest movie theatre.,1,0,0,0
500,find the nearest movie house with Pirates of the 20th Century,1,0,0,0
501,What animated movies are playing at the closest movie theatre,1,0,0,0
502,find close by movies movie times,1,0,0,0
503,I need movie schedules,1,0,0,0
504,Show me when and where I can see Song of Summer,1,0,0,0
505,I'd like to watch movies at the closest movie theatre,1,0,0,0
506,When is Man in Outer Space playing at Megaplex Theatres,1,0,0,0
507,find a movie schedule,1,0,0,0
508,find A Feather in Her Hat at Magic Johnson Theatres,1,0,0,0
509,what is the movie schedules for animated movies nearby,1,0,0,0
510,What animated movies are there nearby?,1,0,0,0
511,"Show me the nearest movies at movie theatre for twenty one o'clock
",1,0,0,0
512,i want to watch Ghosts of the Abyss at Kerasotes Theatres,1,0,0,0
513,Find the movie schedule.,1,0,0,0
514,CAn I get the the showtimes for The Jade Faced Assassin cinema?,1,0,0,0
515,What time is The Christmas Toy playing at Loews Cineplex,1,0,0,0
516,I want to see the movie schedules for animated movies around here.,1,0,0,0
517,what kind of films are at the closest movie house,1,0,0,0
518,What are the movie times at Goodrich Quality Theaters?,1,0,0,0
519,where is The Cycle playing,1,0,0,0
520,What movie times are there for 5 p.m.?,1,0,0,0
521,Where is the nearest cinema playing Rainbow Eyes that starts in one minute?,1,0,0,0
522,Is Thenaruvi playing at the Douglas Theatre Company in one hour?,1,0,0,0
523,Find movie schedule for animated movies in the area,1,0,0,0
524,Show me the movie schedules for any animated movies playing close by?,1,0,0,0
525,show movies at the nearest movie house,1,0,0,0
526,I'm wondering if I can watch Heyy Babyy at a cinema.,1,0,0,0
527,List movies by movie times in the neighbourhood,1,0,0,0
528,movie schedule at Speakeasy Theaters,1,0,0,0
529,What movies are playing nearby?,1,0,0,0
530,find the closest cinema with animated movies,1,0,0,0
531,What animated movies are playing at the nearest movie theatre?,1,0,0,0
532,Provide me the movie schedules,1,0,0,0
533,I'd like to watch movies at Amco Entertainment,1,0,0,0
534,"find National Amusements with Honey, I Shrunk the Kids",1,0,0,0
535,I need movie times in the area for any type of movies,1,0,0,0
536,Where is the nearest movie theatre I can go watch films today?,1,0,0,0
537,What animated movies are playing AMC Theaters,1,0,0,0
538,What time is Three Cuckoo Clocks playing?,1,0,0,0
539,Show movie times at Kerasotes Theatres,1,0,0,0
540,"What time is Balkan Rhapsodies: 78 Measures of War playing at Malco Theatres?
",1,0,0,0
541,When is Robotix playing?,1,0,0,0
542,show me the schedule of movie The Duchess of Langeais in cinema,1,0,0,0
543,Find the movie schedules for Speakeasy Theaters.,1,0,0,0
544,Show me movie times at the Pacific Theatres for the movie The Hot Rock,1,0,0,0
545,whats the nearest movie house showing animated movies,1,0,0,0
546,find movies nearest to a movie house,1,0,0,0
547,Is Warhead playing at AMC Theaters,1,0,0,0
548,Is Judgment Day: The John List Story playing at Megaplex Theatres?,1,0,0,0
549,What time is Too Young to Marry showing,1,0,0,0
550,When is The Jailbird showing at United Paramount Theatres,1,0,0,0
551,Are there any animated movies playing at the Mann Theatres?,1,0,0,0
552,What time is the nearest cinema playing The Hopes of Blind Alley,1,0,0,0
553,Can I get the movie times for films in the neighborhood?,1,0,0,0
554,What movie theatre has A Matter of Wife... And Death,1,0,0,0
555,what time is The Graduate showing at Caribbean Cinemas,1,0,0,0
556,"What is the movie schedule at Caribbean Cinemas
",1,0,0,0
557,Find the schedule for films at night at Great Escape Theatres.,1,0,0,0
558,Showtimes for the Alamo Drafthouse Cinema for todays movies.,1,0,0,0
559,"what are the movie schedules for Great Escape Theatres
",1,0,0,0
560,find meal time movie times close by for movies,1,0,0,0
561,I'd like to watch The Freckled Fish at 00:47:43 at Magic Johnson Theatres,1,0,0,0
562,i need movie times for movies in the area,1,0,0,0
563,Give me the showtimes for animated movies at the nearest cinema.,1,0,0,0
564,Give me movie times,1,0,0,0
565,find Shanghaï Express,1,0,0,0
566,Find time for the movie schedule ,1,0,0,0
567,"Where is the closest movie theatre playing Yo, robot",1,0,0,0
568,When is Stripped to Kill II: Live Girls playing at the nearest movie house?,1,0,0,0
569,what movies are showing nearby,1,0,0,0
570,Which films are playing at Malco Theatres?,1,0,0,0
571,Find the movie schedules,1,0,0,0
572,find The Watcher at United Paramount Theatres,1,0,0,0
573,When is Percy Jackson playing at the movie theatre?,1,0,0,0
574,what time is Utamaro and His Five Women showing at Alamo Drafthouse Cinema,1,0,0,0
575,Find the schedule for the closest films at a cinema at meal time.,1,0,0,0
576,What movie times are at Bow Tie Cinemas?,1,0,0,0
577,I'd like to see a movies  at the nearest movie house,1,0,0,0
578,Which films are playing at the closest cinema?,1,0,0,0
579,What is the movie schedule in five minutes for movies playing in the neighborhood ,1,0,0,0
580,I want the nearest movie house with The Debtors,1,0,0,0
581,List the movie schedule for Regal Entertainment Group theater.,1,0,0,0
582,Find the schedule for animated movies in the neighborhood.,1,0,0,0
583,"Where is the closest cinema playing A Drink in the Passage
",1,0,0,0
584,Where is The Wilderness Trail playing,1,0,0,0
585,find a movie theatre with Life and Death,1,0,0,0
586,Can you provide me with movie schedules for Century Theatres?,1,0,0,0
587,What time does The Maze start at Cineplex Odeon Corporation,1,0,0,0
588,Please find the movie schedule for animated movies playing in the neighbourhood ,1,0,0,0
589,when is Our Story showing next at North American Cinemas,1,0,0,0
590,What time is The Graduates of Malibu High playing at Cobb Theatres,1,0,0,0
591,Fine a movie schedule.,1,0,0,0
592,Can i get todays showtimes for Le Flic de Beverly Hills 2?,1,0,0,0
593,Can I get The Marine 2 showtimes.,1,0,0,0
594,Where is Mother and Child plkaying,1,0,0,0
595,Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas,1,0,0,0
596,What time is Sundown: The Vampire in Retreat showing,1,0,0,0
597,"What animated movies are playing at KB Theatres
",1,0,0,0
598,What movie schedule are in the area for animated movies,1,0,0,0
599,show movie schedules for Fox Theatres,1,0,0,0
600,what animated movies are showing in the area ,1,0,0,0
601,i want to see some movies in a B&B Theatres,1,0,0,0
602,What are the movie times at the Malco Theatres?,1,0,0,0
603,What films are showing in the neighbourhood?,1,0,0,0
604,find movie schedules for Loews Cineplex,1,0,0,0
605,Show me the nearest movie house showing The Luckiest Girl in the World,1,0,0,0
606,What time is The Cobbler playing  at the closest movie theatre?,1,0,0,0
607,can i have the movie schedule for IMAX Corporation,1,0,0,0
608,what are the movie times for United Paramount Theatres,1,0,0,0
609,Find the schedule for Better This World at a movie house.,1,0,0,0
610,give me the movie schedule at Santikos Theatres,1,0,0,0
611,Find movie times.,1,0,0,0
612,Can I get the movie schedule for 8 a.m.?,1,0,0,0
613,What films are showing in the area?,1,0,0,0
614,What time is The Daring Dobermans playing,1,0,0,0
615,I'm looking for a movie schedule at the Cooper Foundation.,1,0,0,0
616,What is the closest movie house  playing films,1,0,0,0
617,what is the nearest movie house showing animated movies,1,0,0,0
618,What is the movie schedule for films that are playing nearby in 15 minutes,1,0,0,0
619,What movies are currently at Star Theatres?,1,0,0,0
620,when can iw atch Great Balls of Fire! - Vampate di fuoco,1,0,0,0
621,Find the schedule for Metallica Through the Never.,1,0,0,0
622,what animated movies are at the nearest cinema,1,0,0,0
623,movie times at Warren Theatres,1,0,0,0
624,I need a schedule for the cinema that is showing The Shiralee,1,0,0,0
625,When can I see Journey to the End of the Night?,1,0,0,0
626,show movie schedules,1,0,0,0
627,What time is The Taking of Pelham 1 2 3 playing at the movie theatre,1,0,0,0
628,What time is The Burning Season playing,1,0,0,0
629,Is Love Coach playing at Speakeasy Theaters?,1,0,0,0
630,Find the schedule for Kingsman: The Secret Service at a movie theatre.,1,0,0,0
631,What time is Always Brando showing,1,0,0,0
632,Show the movie schedule,1,0,0,0
633,What's on the movie schedules at Amco Entertainment?,1,0,0,0
634,I'm wondering when I can see Beating Heart at the nearest cinema.,1,0,0,0
635,Check films screened at the closest cinema,1,0,0,0
636,I want to know the animated movies playing at Malco Theatres,1,0,0,0
637,what time is The Dungeonmaster playing at AMC Theaters,1,0,0,0
638,Is Lord Jim at the movie house,1,0,0,0
639,I want a list of showings of Days of Fire at Harkins Theatres,1,0,0,0
640,"I'm looking for movie times, search movies close by that start at 11:12.",1,0,0,0
641,What time is the Wanda Group playing The Honor of an Outlaw,1,0,0,0
642,show movie times for animated movies nearby,1,0,0,0
643,fimd films around here,1,0,0,0
644,What local movie house is playing Beat the Drum,1,0,0,0
645,What film is playing at Landmark Theatres,1,0,0,0
646,Find the movie schedule for animated movies in the neighborhood.,1,0,0,0
647,What movie times are Harkins Theatres,1,0,0,0
648,FInd the movie schedule for nearby movies.,1,0,0,0
649,Find the schedule for Tube at the closest movie theatre.,1,0,0,0
650,Show me the movie times for animated movies that are in theaters close by,1,0,0,0
651,find a brunch time cinema nearest with The President Is Coming,1,0,0,0
652,When is Purple Heart scheduled at the nearest movie house?,1,0,0,0
653,What animated movies are playing now in the neighborhood ,1,0,0,0
654,When will the Santikos Theatres be showing animated movies,1,0,0,0
655,What is the movie schedule right now for movies around here,1,0,0,0
656,Where will The Blonde from Peking be playing,1,0,0,0
657,When can I see Salaam-e-Ishq: A Tribute To Love at B&B Theatres?,1,0,0,0
658,find a movie house with Ulterior Motive that is closest,1,0,0,0
659,Which movie theatre is playing The Good Guys and the Bad Guys?,1,0,0,0
660,What times will The Young Swordsman be showing at a local cinema?,1,0,0,0
661,Find the movie schedule.,1,0,0,0
662,what's the closest movie house showing Night in May,1,0,0,0
663,Please find me the nearest cinema playing Foreign Intrigue.,1,0,0,0
664,Where and when is This Is England playing,1,0,0,0
665,what time is The Rocketeer showing,1,0,0,0
666,what's the closest movie theatre that is playing films,1,0,0,0
667,find movies that are nearby,1,0,0,0
668,What movie theatre is playing Shed No Tears,1,0,0,0
669,Find the movie schedule for ArcLight Hollywood.,1,0,0,0
670,Can I get the newest listings for movies at Harkins Theatres,1,0,0,0
671,Find the movie schedule.,1,0,0,0
672,What time is Pussyfoot playing at Pacific Theatres?,1,0,0,0
673,Find the movie schedule for Cooper Foundation.,1,0,0,0
674,Tell me when Howling II: Your Sister Is a Werewolf is playing.,1,0,0,0
675,What time is Southern Theatres showing Ukraine Is Not a Brothel?,1,0,0,0
676,show the schedule of movie times,1,0,0,0
677,find Worldly Goods starting now at a movie house,1,0,0,0
678,What is Dear Old Girl Cooper Foundation,1,0,0,0
679,Which animated movies are playing today at KB Theatres?,1,0,0,0
680,What time are films showing in the neighborhood,1,0,0,0
681,What are some movies playing in the neighbourhood?,1,0,0,0
682,List movie times at General Cinema Corporation,1,0,0,0
683,Can you bring up the movie schedule for ArcLight Hollywood?,1,0,0,0
684,Is Live from Sturgis 2006 playing at four o'clock at the nearest cinema?,1,0,0,0
685,what movie theatre closest to me is playing animated movies and when,1,0,0,0
686,what animated movies are at Cobb Theatres,1,0,0,0
687,find movie times,1,0,0,0
688,Find the schedule for Idols of Clay at a movie house.,1,0,0,0
689,What are the movie schedules,1,0,0,0
690,show movie schedules,1,0,0,0
691,Is Rio Belongs to Us playing at the movie house closest to me,1,0,0,0
692,give me the movie times for Fox Theatres,1,0,0,0
693,When can I watch Prince Daewon at movie house?,1,0,0,0
694,find the nearest animated movies at a movie theatre,1,0,0,0
695,When is Sea of Fear being shown at the closest movie theatre?,1,0,0,0
696,What films are there playing at Cobb Theatres?,1,0,0,0
697,find Kebab Connection,1,0,0,0
698,I need a list of Mann Theatres films that are playing,1,0,0,0
699,find the nearest movie house showing Dangers of the Canadian Mounted,1,0,0,0
700,Does AMC Theatres have movie schedules out?,1,0,0,0
701,What are the movie times for animated movies nearby?,1,0,0,0
702,What film is playing nearby,1,0,0,0
703,what movie house is showing Sherlock Holmes and the Secret Weapon,1,0,0,0
704,What is the movie schedule looking like,1,0,0,0
705,What is the movie schedules for movies in the neighbourhood,1,0,0,0
706,Is And the Ship Sails On playing at Douglas Theatre Company 1 minute from now?,1,0,0,0
707,I'd like to see movie times please.,1,0,0,0
708,What is the closest movie theatre showing In Pursuit of Honor?,1,0,0,0
709,What are the movie times of films in the neighbourhood,1,0,0,0
710,"Is The Belles of St. Clements playing at Star Theatres in 8 minutes?
",1,0,0,0
711,Please provide me with movie schedules.,1,0,0,0
712,find a movie house closest with animated movies,1,0,0,0
713,I'd like to watch films at the closest movie theatre ,1,0,0,0
714,Check the movie schedule for Wanda Group,1,0,0,0
715,find Italy Has Awakened at a Goodrich Quality Theaters,1,0,0,0
716,What is the movie schedules at Consolidated Theatres,1,0,0,0
717,Whaere is Bloody Bloody Bible Camp playing in the cinema,1,0,0,0
718,Show me a movie schedule.,1,0,0,0
719,find a United Paramount Theatres and movie times at 4 A.M.,1,0,0,0
720,in the neighbourhood find movies,1,0,0,0
721,Show movie schedules for Douglas Theatre Company,1,0,0,0
722,What are the current showtimes for Love Fiction?,1,0,0,0
723,She me what movies are playing at 1 o'clock at the nearest movie theatre,1,0,0,0
724,Which films are playing in the neighbourhood?,1,0,0,0
725,I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock.,1,0,0,0
726,Which films are playing at the closest movie house?,1,0,0,0
